PurchaseOrderID,SupplierID,OrderDate,DeliveryMethodID,ContactPersonID,ExpectedDeliveryDate,SupplierReference,IsOrderFinalized,Comments,InternalComments,LastEditedBy,LastEditedWhen
414,7,41520,2,2,41540,BC0280982,TRUE,,,18,41521.29167
415,4,41521,7,2,41541,293092,TRUE,,,13,41522.29167
416,7,41521,2,2,41541,BC0280982,TRUE,,,13,41522.29167
417,4,41522,7,2,41542,293092,TRUE,,,18,41523.29167
418,7,41522,2,2,41542,BC0280982,TRUE,,,18,41523.29167
419,4,41523,7,2,41543,293092,TRUE,,,19,41526.29167
420,7,41523,2,2,41543,BC0280982,TRUE,,,19,41526.29167
421,4,41524,7,2,41531,293092,TRUE,,,19,41526.29167
422,4,41526,7,2,41546,293092,TRUE,,,11,41527.29167
423,7,41526,2,2,41546,BC0280982,TRUE,,,11,41527.29167
424,4,41527,7,2,41547,293092,TRUE,,,11,41528.29167
425,7,41527,2,2,41547,BC0280982,TRUE,,,11,41528.29167
426,4,41528,7,2,41548,293092,TRUE,,,9,41529.29167
427,7,41528,2,2,41548,BC0280982,TRUE,,,9,41529.29167
428,4,41529,7,2,41549,293092,TRUE,,,4,41530.29167
429,7,41529,2,2,41549,BC0280982,TRUE,,,4,41530.29167
430,4,41530,7,2,41550,293092,TRUE,,,20,41533.29167
431,7,41530,2,2,41550,BC0280982,TRUE,,,20,41533.29167
432,4,41531,7,2,41538,293092,TRUE,,,20,41533.29167
433,4,41533,7,2,41553,293092,TRUE,,,17,41534.29167
434,7,41533,2,2,41553,BC0280982,TRUE,,,17,41534.29167
435,4,41534,7,2,41554,293092,TRUE,,,11,41535.29167
436,7,41534,2,2,41554,BC0280982,TRUE,,,11,41535.29167
437,4,41535,7,2,41555,293092,TRUE,,,18,41536.29167
438,7,41535,2,2,41555,BC0280982,TRUE,,,18,41536.29167
439,4,41536,7,2,41556,293092,TRUE,,,15,41537.29167
440,7,41536,2,2,41556,BC0280982,TRUE,,,15,41537.29167
441,4,41537,7,2,41557,293092,TRUE,,,12,41540.29167
442,7,41537,2,2,41557,BC0280982,TRUE,,,12,41540.29167
443,4,41538,7,2,41545,293092,TRUE,,,12,41540.29167
444,4,41540,7,2,41560,293092,TRUE,,,11,41541.29167
445,7,41540,2,2,41560,BC0280982,TRUE,,,11,41541.29167
446,4,41541,7,2,41561,293092,TRUE,,,9,41542.29167
447,7,41541,2,2,41561,BC0280982,TRUE,,,9,41542.29167
448,4,41542,7,2,41562,293092,TRUE,,,11,41543.29167
449,7,41542,2,2,41562,BC0280982,TRUE,,,11,41543.29167
450,4,41543,7,2,41563,293092,TRUE,,,2,41544.29167
451,7,41543,2,2,41563,BC0280982,TRUE,,,2,41544.29167
452,4,41544,7,2,41564,293092,TRUE,,,20,41547.29167
453,7,41544,2,2,41564,BC0280982,TRUE,,,20,41547.29167
454,7,41545,2,2,41565,BC0280982,TRUE,,,20,41547.29167
455,4,41547,7,2,41567,293092,TRUE,,,16,41548.29167
456,7,41547,2,2,41567,BC0280982,TRUE,,,16,41548.29167
457,4,41548,7,2,41568,293092,TRUE,,,7,41549.29167
458,7,41548,2,2,41568,BC0280982,TRUE,,,7,41549.29167
459,4,41549,7,2,41569,293092,TRUE,,,19,41550.29167
460,7,41549,2,2,41569,BC0280982,TRUE,,,19,41550.29167
461,4,41550,7,2,41570,293092,TRUE,,,16,41551.29167
462,7,41550,2,2,41570,BC0280982,TRUE,,,16,41551.29167
463,4,41551,7,2,41571,293092,TRUE,,,16,41554.29167
464,7,41551,2,2,41571,BC0280982,TRUE,,,16,41554.29167
465,4,41552,7,2,41572,293092,TRUE,,,16,41554.29167
466,7,41552,2,2,41572,BC0280982,TRUE,,,16,41554.29167
467,4,41554,7,2,41574,293092,TRUE,,,15,41555.29167
468,7,41554,2,2,41574,BC0280982,TRUE,,,15,41555.29167
469,4,41555,7,2,41575,293092,TRUE,,,12,41556.29167
470,7,41555,2,2,41575,BC0280982,TRUE,,,12,41556.29167
471,4,41556,7,2,41576,293092,TRUE,,,14,41557.29167
472,7,41556,2,2,41576,BC0280982,TRUE,,,14,41557.29167
473,4,41557,7,2,41577,293092,TRUE,,,10,41558.29167
474,7,41557,2,2,41577,BC0280982,TRUE,,,10,41558.29167
475,4,41558,7,2,41578,293092,TRUE,,,7,41561.29167
476,7,41558,2,2,41578,BC0280982,TRUE,,,7,41561.29167
477,4,41559,7,2,41566,293092,TRUE,,,7,41561.29167
478,4,41561,7,2,41581,293092,TRUE,,,15,41562.29167
479,7,41561,2,2,41581,BC0280982,TRUE,,,15,41562.29167
480,4,41562,7,2,41582,293092,TRUE,,,9,41563.29167
481,7,41562,2,2,41582,BC0280982,TRUE,,,9,41563.29167
482,4,41563,7,2,41583,293092,TRUE,,,3,41564.29167
483,7,41563,2,2,41583,BC0280982,TRUE,,,3,41564.29167
484,4,41564,7,2,41584,293092,TRUE,,,13,41565.29167
485,7,41564,2,2,41584,BC0280982,TRUE,,,13,41565.29167
486,4,41565,7,2,41585,293092,TRUE,,,10,41568.29167
487,7,41565,2,2,41585,BC0280982,TRUE,,,10,41568.29167
488,4,41566,7,2,41586,293092,TRUE,,,10,41568.29167
489,7,41566,2,2,41586,BC0280982,TRUE,,,10,41568.29167
490,4,41568,7,2,41588,293092,TRUE,,,3,41569.29167
491,7,41568,2,2,41588,BC0280982,TRUE,,,3,41569.29167
492,4,41569,7,2,41589,293092,TRUE,,,11,41570.29167
493,7,41569,2,2,41589,BC0280982,TRUE,,,11,41570.29167
494,4,41570,7,2,41590,293092,TRUE,,,17,41571.29167
495,7,41570,2,2,41590,BC0280982,TRUE,,,17,41571.29167
496,4,41571,7,2,41591,293092,TRUE,,,5,41572.29167
497,7,41571,2,2,41591,BC0280982,TRUE,,,5,41572.29167
498,4,41572,7,2,41592,293092,TRUE,,,12,41575.29167
499,7,41572,2,2,41592,BC0280982,TRUE,,,12,41575.29167
500,4,41573,7,2,41593,293092,TRUE,,,12,41575.29167
501,7,41573,2,2,41593,BC0280982,TRUE,,,12,41575.29167
502,4,41575,7,2,41595,293092,TRUE,,,4,41576.29167
503,7,41575,2,2,41595,BC0280982,TRUE,,,4,41576.29167
504,4,41576,7,2,41596,293092,TRUE,,,19,41577.29167
505,7,41576,2,2,41596,BC0280982,TRUE,,,19,41577.29167
506,4,41577,7,2,41597,293092,TRUE,,,4,41578.29167
507,7,41577,2,2,41597,BC0280982,TRUE,,,4,41578.29167
508,4,41578,7,2,41598,293092,TRUE,,,3,41579.29167
509,7,41578,2,2,41598,BC0280982,TRUE,,,3,41579.29167
510,4,41579,7,2,41599,293092,TRUE,,,4,41582.29167
511,7,41579,2,2,41599,BC0280982,TRUE,,,4,41582.29167
512,4,41580,7,2,41600,293092,TRUE,,,4,41582.29167
513,7,41580,2,2,41600,BC0280982,TRUE,,,4,41582.29167
514,4,41582,7,2,41602,293092,TRUE,,,6,41583.29167
515,7,41582,2,2,41602,BC0280982,TRUE,,,6,41583.29167
516,4,41583,7,2,41603,293092,TRUE,,,8,41584.29167
517,7,41583,2,2,41603,BC0280982,TRUE,,,8,41584.29167
518,4,41584,7,2,41604,293092,TRUE,,,11,41585.29167
519,7,41584,2,2,41604,BC0280982,TRUE,,,11,41585.29167
520,4,41585,7,2,41605,293092,TRUE,,,7,41586.29167
521,7,41585,2,2,41605,BC0280982,TRUE,,,7,41586.29167
522,4,41586,7,2,41606,293092,TRUE,,,8,41589.29167
523,7,41586,2,2,41606,BC0280982,TRUE,,,8,41589.29167
524,4,41587,7,2,41594,293092,TRUE,,,8,41589.29167
525,4,41589,7,2,41609,293092,TRUE,,,9,41590.29167
526,7,41589,2,2,41609,BC0280982,TRUE,,,9,41590.29167
527,4,41590,7,2,41610,293092,TRUE,,,9,41591.29167
528,7,41590,2,2,41610,BC0280982,TRUE,,,9,41591.29167
529,4,41591,7,2,41611,293092,TRUE,,,15,41592.29167
530,7,41591,2,2,41611,BC0280982,TRUE,,,15,41592.29167
531,4,41592,7,2,41612,293092,TRUE,,,18,41593.29167
532,7,41592,2,2,41612,BC0280982,TRUE,,,18,41593.29167
533,4,41593,7,2,41613,293092,TRUE,,,14,41596.29167
534,7,41593,2,2,41613,BC0280982,TRUE,,,14,41596.29167
535,4,41594,7,2,41601,293092,TRUE,,,14,41596.29167
536,4,41596,7,2,41616,293092,TRUE,,,2,41597.29167
537,7,41596,2,2,41616,BC0280982,TRUE,,,2,41597.29167
538,4,41597,7,2,41617,293092,TRUE,,,2,41598.29167
539,7,41597,2,2,41617,BC0280982,TRUE,,,2,41598.29167
540,4,41598,7,2,41618,293092,TRUE,,,3,41599.29167
541,7,41598,2,2,41618,BC0280982,TRUE,,,3,41599.29167
542,4,41599,7,2,41619,293092,TRUE,,,3,41600.29167
543,7,41599,2,2,41619,BC0280982,TRUE,,,3,41600.29167
544,4,41600,7,2,41620,293092,TRUE,,,5,41603.29167
545,7,41600,2,2,41620,BC0280982,TRUE,,,5,41603.29167
546,4,41601,7,2,41608,293092,TRUE,,,5,41603.29167
547,4,41603,7,2,41623,293092,TRUE,,,3,41604.29167
548,7,41603,2,2,41623,BC0280982,TRUE,,,3,41604.29167
549,4,41604,7,2,41624,293092,TRUE,,,4,41605.29167
550,7,41604,2,2,41624,BC0280982,TRUE,,,4,41605.29167
551,4,41605,7,2,41625,293092,TRUE,,,15,41606.29167
552,7,41605,2,2,41625,BC0280982,TRUE,,,15,41606.29167
553,4,41606,7,2,41626,293092,TRUE,,,9,41607.29167
554,7,41606,2,2,41626,BC0280982,TRUE,,,9,41607.29167
555,4,41607,7,2,41627,293092,TRUE,,,13,41610.29167
556,7,41607,2,2,41627,BC0280982,TRUE,,,13,41610.29167
557,4,41608,7,2,41615,293092,TRUE,,,13,41610.29167
558,4,41610,7,2,41630,293092,TRUE,,,8,41611.29167
559,7,41610,2,2,41630,BC0280982,TRUE,,,8,41611.29167
560,4,41611,7,2,41631,293092,TRUE,,,17,41612.29167
561,7,41611,2,2,41631,BC0280982,TRUE,,,17,41612.29167
562,4,41612,7,2,41632,293092,TRUE,,,18,41613.29167
563,7,41612,2,2,41632,BC0280982,TRUE,,,18,41613.29167
564,4,41613,7,2,41633,293092,TRUE,,,11,41614.29167
565,7,41613,2,2,41633,BC0280982,TRUE,,,11,41614.29167
566,4,41614,7,2,41634,293092,TRUE,,,2,41617.29167
567,7,41614,2,2,41634,BC0280982,TRUE,,,2,41617.29167
568,4,41617,7,2,41637,293092,TRUE,,,3,41618.29167
569,7,41617,2,2,41637,BC0280982,TRUE,,,3,41618.29167
570,4,41618,7,2,41638,293092,TRUE,,,5,41619.29167
571,7,41618,2,2,41638,BC0280982,TRUE,,,5,41619.29167
572,4,41619,7,2,41639,293092,TRUE,,,14,41620.29167
573,7,41619,2,2,41639,BC0280982,TRUE,,,14,41620.29167
574,4,41620,7,2,41640,293092,TRUE,,,16,41621.29167
575,7,41620,2,2,41640,BC0280982,TRUE,,,16,41621.29167
576,4,41621,7,2,41641,293092,TRUE,,,12,41624.29167
577,7,41621,2,2,41641,BC0280982,TRUE,,,12,41624.29167
578,4,41622,7,2,41629,293092,TRUE,,,12,41624.29167
579,4,41624,7,2,41644,293092,TRUE,,,19,41625.29167
580,7,41624,2,2,41644,BC0280982,TRUE,,,19,41625.29167
581,4,41625,7,2,41645,293092,TRUE,,,15,41626.29167
582,7,41625,2,2,41645,BC0280982,TRUE,,,15,41626.29167
583,4,41626,7,2,41646,293092,TRUE,,,20,41627.29167
584,7,41626,2,2,41646,BC0280982,TRUE,,,20,41627.29167
585,4,41627,7,2,41647,293092,TRUE,,,7,41628.29167
586,7,41627,2,2,41647,BC0280982,TRUE,,,7,41628.29167
587,4,41628,7,2,41648,293092,TRUE,,,19,41631.29167
588,7,41628,2,2,41648,BC0280982,TRUE,,,19,41631.29167
589,4,41629,7,2,41649,293092,TRUE,,,19,41631.29167
590,7,41629,2,2,41649,BC0280982,TRUE,,,19,41631.29167
591,4,41631,7,2,41651,293092,TRUE,,,11,41632.29167
592,7,41631,2,2,41651,BC0280982,TRUE,,,11,41632.29167
593,4,41632,7,2,41652,293092,TRUE,,,5,41633.29167
594,7,41632,2,2,41652,BC0280982,TRUE,,,5,41633.29167
595,4,41633,7,2,41653,293092,TRUE,,,18,41634.29167
596,7,41633,2,2,41653,BC0280982,TRUE,,,18,41634.29167
597,4,41634,7,2,41654,293092,TRUE,,,13,41635.29167
598,7,41634,2,2,41654,BC0280982,TRUE,,,13,41635.29167
599,4,41635,7,2,41655,293092,TRUE,,,20,41638.29167
600,7,41635,2,2,41655,BC0280982,TRUE,,,20,41638.29167
601,4,41636,7,2,41643,293092,TRUE,,,20,41638.29167
602,4,41638,7,2,41658,293092,TRUE,,,4,41639.29167
603,7,41638,2,2,41658,BC0280982,TRUE,,,4,41639.29167
604,4,41639,7,2,41659,293092,TRUE,,,10,41640.29167
605,7,41639,2,2,41659,BC0280982,TRUE,,,10,41640.29167
606,4,41640,7,2,41660,293092,TRUE,,,10,41641.29167
607,7,41640,2,2,41660,BC0280982,TRUE,,,10,41641.29167
608,4,41641,7,2,41661,293092,TRUE,,,6,41642.29167
609,7,41641,2,2,41661,BC0280982,TRUE,,,6,41642.29167
610,4,41642,7,2,41662,293092,TRUE,,,14,41645.29167
611,7,41642,2,2,41662,BC0280982,TRUE,,,14,41645.29167
612,4,41643,7,2,41650,293092,TRUE,,,14,41645.29167
613,4,41645,7,2,41665,293092,TRUE,,,17,41646.29167
614,7,41645,2,2,41665,BC0280982,TRUE,,,17,41646.29167
615,4,41646,7,2,41666,293092,TRUE,,,5,41647.29167
616,7,41646,2,2,41666,BC0280982,TRUE,,,5,41647.29167
617,4,41647,7,2,41667,293092,TRUE,,,8,41648.29167
618,7,41647,2,2,41667,BC0280982,TRUE,,,8,41648.29167
619,4,41648,7,2,41668,293092,TRUE,,,18,41649.29167
620,7,41648,2,2,41668,BC0280982,TRUE,,,18,41649.29167
621,4,41649,7,2,41669,293092,TRUE,,,4,41652.29167
622,7,41649,2,2,41669,BC0280982,TRUE,,,4,41652.29167
623,4,41650,7,2,41657,293092,TRUE,,,4,41652.29167
624,4,41652,7,2,41672,293092,TRUE,,,6,41653.29167
625,7,41652,2,2,41672,BC0280982,TRUE,,,6,41653.29167
626,4,41653,7,2,41673,293092,TRUE,,,19,41654.29167
627,7,41653,2,2,41673,BC0280982,TRUE,,,19,41654.29167
628,4,41654,7,2,41674,293092,TRUE,,,15,41655.29167
629,7,41654,2,2,41674,BC0280982,TRUE,,,15,41655.29167
630,4,41655,7,2,41675,293092,TRUE,,,15,41656.29167
631,7,41655,2,2,41675,BC0280982,TRUE,,,15,41656.29167
632,4,41656,7,2,41676,293092,TRUE,,,15,41659.29167
633,7,41656,2,2,41676,BC0280982,TRUE,,,15,41659.29167
634,4,41657,7,2,41677,293092,TRUE,,,15,41659.29167
635,7,41657,2,2,41677,BC0280982,TRUE,,,15,41659.29167
636,4,41659,7,2,41679,293092,TRUE,,,6,41660.29167
637,7,41659,2,2,41679,BC0280982,TRUE,,,6,41660.29167
638,4,41660,7,2,41680,293092,TRUE,,,15,41661.29167
639,7,41660,2,2,41680,BC0280982,TRUE,,,15,41661.29167
640,4,41661,7,2,41681,293092,TRUE,,,15,41662.29167
641,7,41661,2,2,41681,BC0280982,TRUE,,,15,41662.29167
642,4,41662,7,2,41682,293092,TRUE,,,20,41663.29167
643,7,41662,2,2,41682,BC0280982,TRUE,,,20,41663.29167
644,4,41663,7,2,41683,293092,TRUE,,,4,41666.29167
645,7,41663,2,2,41683,BC0280982,TRUE,,,4,41666.29167
646,7,41664,2,2,41684,BC0280982,TRUE,,,4,41666.29167
647,4,41666,7,2,41686,293092,TRUE,,,18,41667.29167
648,7,41666,2,2,41686,BC0280982,TRUE,,,18,41667.29167
649,4,41667,7,2,41687,293092,TRUE,,,18,41668.29167
650,7,41667,2,2,41687,BC0280982,TRUE,,,18,41668.29167
651,4,41668,7,2,41688,293092,TRUE,,,18,41669.29167
652,7,41668,2,2,41688,BC0280982,TRUE,,,18,41669.29167
653,4,41669,7,2,41689,293092,TRUE,,,8,41670.29167
654,7,41669,2,2,41689,BC0280982,TRUE,,,8,41670.29167
655,4,41670,7,2,41690,293092,TRUE,,,11,41673.29167
656,7,41670,2,2,41690,BC0280982,TRUE,,,11,41673.29167
657,4,41671,7,2,41685,293092,TRUE,,,11,41673.29167
658,7,41671,2,2,41685,BC0280982,TRUE,,,11,41673.29167
659,4,41673,7,2,41693,293092,TRUE,,,9,41674.29167
660,7,41673,2,2,41693,BC0280982,TRUE,,,9,41674.29167
661,4,41674,7,2,41694,293092,TRUE,,,14,41675.29167
662,7,41674,2,2,41694,BC0280982,TRUE,,,14,41675.29167
663,4,41675,7,2,41695,293092,TRUE,,,9,41676.29167
664,7,41675,2,2,41695,BC0280982,TRUE,,,9,41676.29167
665,4,41676,7,2,41696,293092,TRUE,,,3,41677.29167
666,7,41676,2,2,41696,BC0280982,TRUE,,,3,41677.29167
667,4,41677,7,2,41697,293092,TRUE,,,4,41680.29167
668,7,41677,2,2,41697,BC0280982,TRUE,,,4,41680.29167
669,4,41678,7,2,41698,293092,TRUE,,,4,41680.29167
670,7,41678,2,2,41698,BC0280982,TRUE,,,4,41680.29167
671,4,41680,7,2,41700,293092,TRUE,,,2,41681.29167
672,7,41680,2,2,41700,BC0280982,TRUE,,,2,41681.29167
673,4,41681,7,2,41701,293092,TRUE,,,2,41682.29167
674,7,41681,2,2,41701,BC0280982,TRUE,,,2,41682.29167
675,4,41682,7,2,41702,293092,TRUE,,,11,41683.29167
676,7,41682,2,2,41702,BC0280982,TRUE,,,11,41683.29167
677,4,41683,7,2,41703,293092,TRUE,,,18,41684.29167
678,7,41683,2,2,41703,BC0280982,TRUE,,,18,41684.29167
679,4,41684,7,2,41704,293092,TRUE,,,8,41687.29167
680,7,41684,2,2,41704,BC0280982,TRUE,,,8,41687.29167
681,4,41685,7,2,41692,293092,TRUE,,,8,41687.29167
682,4,41687,7,2,41707,293092,TRUE,,,7,41688.29167
683,7,41687,2,2,41707,BC0280982,TRUE,,,7,41688.29167
684,4,41688,7,2,41708,293092,TRUE,,,12,41689.29167
685,7,41688,2,2,41708,BC0280982,TRUE,,,12,41689.29167
686,4,41689,7,2,41709,293092,TRUE,,,5,41690.29167
687,7,41689,2,2,41709,BC0280982,TRUE,,,5,41690.29167
688,4,41690,7,2,41710,293092,TRUE,,,7,41691.29167
689,7,41690,2,2,41710,BC0280982,TRUE,,,7,41691.29167
690,4,41691,7,2,41711,293092,TRUE,,,16,41694.29167
691,7,41691,2,2,41711,BC0280982,TRUE,,,16,41694.29167
692,4,41692,7,2,41712,293092,TRUE,,,16,41694.29167
693,7,41692,2,2,41712,BC0280982,TRUE,,,16,41694.29167
694,4,41694,7,2,41714,293092,TRUE,,,6,41695.29167
695,7,41694,2,2,41714,BC0280982,TRUE,,,6,41695.29167
696,4,41695,7,2,41715,293092,TRUE,,,14,41696.29167
697,7,41695,2,2,41715,BC0280982,TRUE,,,14,41696.29167
698,4,41696,7,2,41716,293092,TRUE,,,9,41697.29167
699,7,41696,2,2,41716,BC0280982,TRUE,,,9,41697.29167
700,4,41697,7,2,41717,293092,TRUE,,,3,41698.29167
701,7,41697,2,2,41717,BC0280982,TRUE,,,3,41698.29167
702,4,41698,7,2,41718,293092,TRUE,,,4,41701.29167
703,7,41698,2,2,41718,BC0280982,TRUE,,,4,41701.29167
704,4,41699,7,2,41719,293092,TRUE,,,4,41701.29167
705,7,41699,2,2,41719,BC0280982,TRUE,,,4,41701.29167
706,4,41701,7,2,41721,293092,TRUE,,,3,41702.29167
707,7,41701,2,2,41721,BC0280982,TRUE,,,3,41702.29167
708,4,41702,7,2,41722,293092,TRUE,,,6,41703.29167
709,7,41702,2,2,41722,BC0280982,TRUE,,,6,41703.29167
710,4,41703,7,2,41723,293092,TRUE,,,20,41704.29167
711,7,41703,2,2,41723,BC0280982,TRUE,,,20,41704.29167
712,4,41704,7,2,41724,293092,TRUE,,,10,41705.29167
713,7,41704,2,2,41724,BC0280982,TRUE,,,10,41705.29167
714,4,41705,7,2,41725,293092,TRUE,,,9,41708.29167
715,7,41705,2,2,41725,BC0280982,TRUE,,,9,41708.29167
716,4,41706,7,2,41713,293092,TRUE,,,9,41708.29167
717,4,41708,7,2,41728,293092,TRUE,,,19,41709.29167
718,7,41708,2,2,41728,BC0280982,TRUE,,,19,41709.29167
719,4,41709,7,2,41729,293092,TRUE,,,3,41710.29167
720,7,41709,2,2,41729,BC0280982,TRUE,,,3,41710.29167
721,4,41710,7,2,41730,293092,TRUE,,,18,41711.29167
722,7,41710,2,2,41730,BC0280982,TRUE,,,18,41711.29167
723,4,41711,7,2,41731,293092,TRUE,,,5,41712.29167
724,7,41711,2,2,41731,BC0280982,TRUE,,,5,41712.29167
725,4,41712,7,2,41732,293092,TRUE,,,7,41715.29167
726,7,41712,2,2,41732,BC0280982,TRUE,,,7,41715.29167
727,4,41713,7,2,41733,293092,TRUE,,,7,41715.29167
728,7,41713,2,2,41733,BC0280982,TRUE,,,7,41715.29167
729,4,41715,7,2,41735,293092,TRUE,,,12,41716.29167
730,7,41715,2,2,41735,BC0280982,TRUE,,,12,41716.29167
731,4,41716,7,2,41736,293092,TRUE,,,18,41717.29167
732,7,41716,2,2,41736,BC0280982,TRUE,,,18,41717.29167
733,4,41717,7,2,41737,293092,TRUE,,,18,41718.29167
734,7,41717,2,2,41737,BC0280982,TRUE,,,18,41718.29167
735,4,41718,7,2,41738,293092,TRUE,,,5,41719.29167
736,7,41718,2,2,41738,BC0280982,TRUE,,,5,41719.29167
737,4,41719,7,2,41739,293092,TRUE,,,7,41722.29167
738,7,41719,2,2,41739,BC0280982,TRUE,,,7,41722.29167
739,4,41720,7,2,41734,293092,TRUE,,,7,41722.29167
740,7,41720,2,2,41734,BC0280982,TRUE,,,7,41722.29167
741,4,41722,7,2,41742,293092,TRUE,,,7,41723.29167
742,7,41722,2,2,41742,BC0280982,TRUE,,,7,41723.29167
743,4,41723,7,2,41743,293092,TRUE,,,9,41724.29167
744,7,41723,2,2,41743,BC0280982,TRUE,,,9,41724.29167
745,4,41724,7,2,41744,293092,TRUE,,,15,41725.29167
746,7,41724,2,2,41744,BC0280982,TRUE,,,15,41725.29167
747,4,41725,7,2,41745,293092,TRUE,,,7,41726.29167
748,7,41725,2,2,41745,BC0280982,TRUE,,,7,41726.29167
749,4,41726,7,2,41746,293092,TRUE,,,6,41729.29167
750,7,41726,2,2,41746,BC0280982,TRUE,,,6,41729.29167
751,4,41727,7,2,41734,293092,TRUE,,,6,41729.29167
752,4,41729,7,2,41749,293092,TRUE,,,7,41730.29167
753,7,41729,2,2,41749,BC0280982,TRUE,,,7,41730.29167
754,4,41730,7,2,41750,293092,TRUE,,,12,41731.29167
755,7,41730,2,2,41750,BC0280982,TRUE,,,12,41731.29167
756,4,41731,7,2,41751,293092,TRUE,,,10,41732.29167
757,7,41731,2,2,41751,BC0280982,TRUE,,,10,41732.29167
758,4,41732,7,2,41752,293092,TRUE,,,19,41733.29167
759,7,41732,2,2,41752,BC0280982,TRUE,,,19,41733.29167
760,4,41733,7,2,41753,293092,TRUE,,,15,41736.29167
761,7,41733,2,2,41753,BC0280982,TRUE,,,15,41736.29167
762,4,41734,7,2,41754,293092,TRUE,,,15,41736.29167
763,7,41734,2,2,41754,BC0280982,TRUE,,,15,41736.29167
764,4,41736,7,2,41756,293092,TRUE,,,17,41737.29167
765,7,41736,2,2,41756,BC0280982,TRUE,,,17,41737.29167
766,4,41737,7,2,41757,293092,TRUE,,,17,41738.29167
767,7,41737,2,2,41757,BC0280982,TRUE,,,17,41738.29167
768,4,41738,7,2,41758,293092,TRUE,,,8,41739.29167
769,7,41738,2,2,41758,BC0280982,TRUE,,,8,41739.29167
770,4,41739,7,2,41759,293092,TRUE,,,7,41740.29167
771,7,41739,2,2,41759,BC0280982,TRUE,,,7,41740.29167
772,4,41740,7,2,41760,293092,TRUE,,,17,41743.29167
773,7,41740,2,2,41760,BC0280982,TRUE,,,17,41743.29167
774,4,41741,7,2,41755,293092,TRUE,,,17,41743.29167
775,7,41741,2,2,41755,BC0280982,TRUE,,,17,41743.29167
776,4,41743,7,2,41763,293092,TRUE,,,10,41744.29167
777,7,41743,2,2,41763,BC0280982,TRUE,,,10,41744.29167
778,4,41744,7,2,41764,293092,TRUE,,,12,41745.29167
779,7,41744,2,2,41764,BC0280982,TRUE,,,12,41745.29167
780,4,41745,7,2,41765,293092,TRUE,,,10,41746.29167
781,7,41745,2,2,41765,BC0280982,TRUE,,,10,41746.29167
782,4,41746,7,2,41766,293092,TRUE,,,12,41747.29167
783,7,41746,2,2,41766,BC0280982,TRUE,,,12,41747.29167
784,4,41747,7,2,41767,293092,TRUE,,,13,41750.29167
785,7,41747,2,2,41767,BC0280982,TRUE,,,13,41750.29167
786,4,41748,7,2,41755,293092,TRUE,,,13,41750.29167
787,4,41750,7,2,41770,293092,TRUE,,,5,41751.29167
788,7,41750,2,2,41770,BC0280982,TRUE,,,5,41751.29167
789,4,41751,7,2,41771,293092,TRUE,,,5,41752.29167
790,7,41751,2,2,41771,BC0280982,TRUE,,,5,41752.29167
791,4,41752,7,2,41772,293092,TRUE,,,5,41753.29167
792,7,41752,2,2,41772,BC0280982,TRUE,,,5,41753.29167
793,4,41753,7,2,41773,293092,TRUE,,,10,41754.29167
794,7,41753,2,2,41773,BC0280982,TRUE,,,10,41754.29167
795,4,41754,7,2,41774,293092,TRUE,,,7,41757.29167
796,7,41754,2,2,41774,BC0280982,TRUE,,,7,41757.29167
797,4,41755,7,2,41775,293092,TRUE,,,7,41757.29167
798,7,41755,2,2,41775,BC0280982,TRUE,,,7,41757.29167
799,4,41757,7,2,41777,293092,TRUE,,,19,41758.29167
800,7,41757,2,2,41777,BC0280982,TRUE,,,19,41758.29167
801,4,41758,7,2,41778,293092,TRUE,,,17,41759.29167
802,7,41758,2,2,41778,BC0280982,TRUE,,,17,41759.29167
803,4,41759,7,2,41779,293092,TRUE,,,4,41760.29167
804,7,41759,2,2,41779,BC0280982,TRUE,,,4,41760.29167
805,4,41760,7,2,41780,293092,TRUE,,,19,41761.29167
806,7,41760,2,2,41780,BC0280982,TRUE,,,19,41761.29167
807,4,41761,7,2,41781,293092,TRUE,,,15,41764.29167
808,7,41761,2,2,41781,BC0280982,TRUE,,,15,41764.29167
809,4,41762,7,2,41782,293092,TRUE,,,15,41764.29167
810,7,41762,2,2,41782,BC0280982,TRUE,,,15,41764.29167
811,4,41764,7,2,41784,293092,TRUE,,,10,41765.29167
812,7,41764,2,2,41784,BC0280982,TRUE,,,10,41765.29167
813,4,41765,7,2,41785,293092,TRUE,,,6,41766.29167
814,7,41765,2,2,41785,BC0280982,TRUE,,,6,41766.29167
815,4,41766,7,2,41786,293092,TRUE,,,11,41767.29167
816,7,41766,2,2,41786,BC0280982,TRUE,,,11,41767.29167
817,4,41767,7,2,41787,293092,TRUE,,,2,41768.29167
818,7,41767,2,2,41787,BC0280982,TRUE,,,2,41768.29167
819,4,41768,7,2,41788,293092,TRUE,,,20,41771.29167
820,7,41768,2,2,41788,BC0280982,TRUE,,,20,41771.29167
821,4,41771,7,2,41791,293092,TRUE,,,13,41772.29167
822,7,41771,2,2,41791,BC0280982,TRUE,,,13,41772.29167
823,4,41772,7,2,41792,293092,TRUE,,,19,41773.29167
824,7,41772,2,2,41792,BC0280982,TRUE,,,19,41773.29167
825,4,41773,7,2,41793,293092,TRUE,,,17,41774.29167
826,7,41773,2,2,41793,BC0280982,TRUE,,,17,41774.29167
827,4,41774,7,2,41794,293092,TRUE,,,10,41775.29167
828,7,41774,2,2,41794,BC0280982,TRUE,,,10,41775.29167
