SupplierTransactionID,SupplierID,TransactionTypeID,PurchaseOrderID,PaymentMethodID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,TransactionAmount,OutstandingBalance,FinalizationDate,IsFinalized,LastEditedBy,LastEditedWhen
78265,7,5,532,4,7948,41593,76679.6,11501.94,88181.54,0,41596,TRUE,5,41596.375
78792,4,5,533,4,672,41596,376830,56524.5,433354.5,0,41596,TRUE,5,41596.375
78795,7,5,534,4,6180,41596,78626.4,11793.96,90420.36,0,41596,TRUE,5,41596.375
78799,4,5,535,4,8369,41596,1128,169.2,1297.2,0,41596,TRUE,5,41596.375
78800,4,7,,4,,41596,0,0,-2148018.3,0,41596,TRUE,5,41596.375
78801,7,7,,4,,41596,0,0,-440459.66,0,41596,TRUE,5,41596.375
79204,4,5,536,4,1610,41597,381300,57195,438495,0,41603,TRUE,10,41603.375
79207,7,5,537,4,1838,41597,79366.8,11905.02,91271.82,0,41603,TRUE,10,41603.375
79541,4,5,538,4,8882,41598,384516,57677.4,442193.4,0,41603,TRUE,10,41603.375
79544,7,5,539,4,4407,41598,83512.8,12526.92,96039.72,0,41603,TRUE,10,41603.375
79924,4,5,540,4,3000,41599,387810,58171.5,445981.5,0,41603,TRUE,10,41603.375
79927,7,5,541,4,3902,41599,85816,12872.4,98688.4,0,41603,TRUE,10,41603.375
80343,4,5,542,4,5413,41600,390186,58527.9,448713.9,0,41603,TRUE,10,41603.375
80346,7,5,543,4,8229,41600,86759.2,13013.88,99773.08,0,41603,TRUE,10,41603.375
80623,4,5,544,4,3479,41603,392220,58833,451053,0,41603,TRUE,10,41603.375
80626,7,5,545,4,9339,41603,86726.4,13008.96,99735.36,0,41603,TRUE,10,41603.375
80628,4,5,546,4,9131,41603,252,37.8,289.8,0,41603,TRUE,10,41603.375
80629,4,7,,4,,41603,0,0,-2226726.6,0,41603,TRUE,10,41603.375
80630,7,7,,4,,41603,0,0,-485508.38,0,41603,TRUE,10,41603.375
80950,4,5,547,4,8674,41604,391332,58699.8,450031.8,0,41610,TRUE,16,41610.375
80953,7,5,548,4,9031,41604,86276.8,12941.52,99218.32,0,41610,TRUE,16,41610.375
81378,4,5,549,4,4103,41605,392172,58825.8,450997.8,0,41610,TRUE,16,41610.375
81381,7,5,550,4,9946,41605,88223.6,13233.54,101457.14,0,41610,TRUE,16,41610.375
81583,4,5,551,4,49,41606,391524,58728.6,450252.6,0,41610,TRUE,16,41610.375
81586,7,5,552,4,731,41606,89166.8,13375.02,102541.82,0,41610,TRUE,16,41610.375
81986,4,5,553,4,6554,41607,393270,58990.5,452260.5,0,41610,TRUE,16,41610.375
81989,7,5,554,4,2103,41607,89770,13465.5,103235.5,0,41610,TRUE,16,41610.375
82366,4,5,555,4,5425,41610,394446,59166.9,453612.9,0,41610,TRUE,16,41610.375
82369,7,5,556,4,1082,41610,91053.2,13657.98,104711.18,0,41610,TRUE,16,41610.375
82371,4,5,557,4,886,41610,168,25.2,193.2,0,41610,TRUE,16,41610.375
82372,4,7,,4,,41610,0,0,-2257348.8,0,41610,TRUE,16,41610.375
82373,7,7,,4,,41610,0,0,-511163.96,0,41610,TRUE,16,41610.375
82734,4,5,558,4,341,41611,399294,59894.1,459188.1,0,41617,TRUE,12,41617.375
82737,7,5,559,4,8807,41611,92599.6,13889.94,106489.54,0,41617,TRUE,12,41617.375
83180,4,5,560,4,4098,41612,400392,60058.8,460450.8,0,41617,TRUE,12,41617.375
83183,7,5,561,4,6485,41612,94009.2,14101.38,108110.58,0,41617,TRUE,12,41617.375
83481,4,5,562,4,9910,41613,402192,60328.8,462520.8,0,41617,TRUE,12,41617.375
83484,7,5,563,4,3816,41613,95144.4,14271.66,109416.06,0,41617,TRUE,12,41617.375
83769,4,5,564,4,6124,41614,403152,60472.8,463624.8,0,41617,TRUE,12,41617.375
83772,7,5,565,4,2688,41614,95413.2,14311.98,109725.18,0,41617,TRUE,12,41617.375
84242,4,5,566,4,5680,41617,405636,60845.4,466481.4,0,41617,TRUE,12,41617.375
84245,7,5,567,4,3312,41617,97036.4,14555.46,111591.86,0,41617,TRUE,12,41617.375
84246,4,7,,4,,41617,0,0,-2312265.9,0,41617,TRUE,12,41617.375
84247,7,7,,4,,41617,0,0,-545333.22,0,41617,TRUE,12,41617.375
84605,4,5,568,4,9432,41618,407460,61119,468579,0,41624,TRUE,8,41624.375
84608,7,5,569,4,7267,41618,97272.4,14590.86,111863.26,0,41624,TRUE,8,41624.375
84821,4,5,570,4,9113,41619,406800,61020,467820,0,41624,TRUE,8,41624.375
84824,7,5,571,4,5438,41619,96855.6,14528.34,111383.94,0,41624,TRUE,8,41624.375
85015,4,5,572,4,4772,41620,406836,61025.4,467861.4,0,41624,TRUE,8,41624.375
85018,7,5,573,4,183,41620,96822.8,14523.42,111346.22,0,41624,TRUE,8,41624.375
85187,4,5,574,4,4291,41621,408282,61242.3,469524.3,0,41624,TRUE,8,41624.375
85190,7,5,575,4,6192,41621,96406,14460.9,110866.9,0,41624,TRUE,8,41624.375
85554,4,5,576,4,9791,41624,407994,61199.1,469193.1,0,41624,TRUE,8,41624.375
85557,7,5,577,4,4335,41624,98336.4,14750.46,113086.86,0,41624,TRUE,8,41624.375
85559,4,5,578,4,7241,41624,900,135,1035,0,41624,TRUE,8,41624.375
85560,4,7,,4,,41624,0,0,-2344012.8,0,41624,TRUE,8,41624.375
85561,7,7,,4,,41624,0,0,-558547.18,0,41624,TRUE,8,41624.375
85810,4,5,579,4,3777,41625,410286,61542.9,471828.9,0,41631,TRUE,10,41631.375
85813,7,5,580,4,9049,41625,97502.8,14625.42,112128.22,0,41631,TRUE,10,41631.375
86182,4,5,581,4,6690,41626,413298,61994.7,475292.7,0,41631,TRUE,10,41631.375
86185,7,5,582,4,5720,41626,97777.2,14666.58,112443.78,0,41631,TRUE,10,41631.375
86385,4,5,583,4,3036,41627,413682,62052.3,475734.3,0,41631,TRUE,10,41631.375
86388,7,5,584,4,5010,41627,97360.4,14604.06,111964.46,0,41631,TRUE,10,41631.375
86749,4,5,585,4,9799,41628,416436,62465.4,478901.4,0,41631,TRUE,10,41631.375
86752,7,5,586,4,4202,41628,100168.4,15025.26,115193.66,0,41631,TRUE,10,41631.375
87123,4,5,587,4,8577,41631,415692,62353.8,478045.8,0,41631,TRUE,10,41631.375
87126,7,5,588,4,5075,41631,100322,15048.3,115370.3,0,41631,TRUE,10,41631.375
87128,4,5,589,4,7883,41631,672,100.8,772.8,0,41631,TRUE,10,41631.375
87130,7,5,590,4,4358,41631,340,51,391,0,41631,TRUE,10,41631.375
87131,4,7,,4,,41631,0,0,-2380575.9,0,41631,TRUE,10,41631.375
87132,7,7,,4,,41631,0,0,-567491.42,0,41631,TRUE,10,41631.375
87420,4,5,591,4,125,41632,416664,62499.6,479163.6,0,41638,TRUE,2,41638.375
87423,7,5,592,4,580,41632,102471.6,15370.74,117842.34,0,41638,TRUE,2,41638.375
87792,4,5,593,4,6316,41633,419304,62895.6,482199.6,0,41638,TRUE,2,41638.375
87795,7,5,594,4,1263,41633,102054.8,15308.22,117363.02,0,41638,TRUE,2,41638.375
88119,4,5,595,4,460,41634,419808,62971.2,482779.2,0,41638,TRUE,2,41638.375
88122,7,5,596,4,4298,41634,102702,15405.3,118107.3,0,41638,TRUE,2,41638.375
88352,4,5,597,4,8445,41635,420402,63060.3,483462.3,0,41638,TRUE,2,41638.375
88355,7,5,598,4,8770,41635,104835.2,15725.28,120560.48,0,41638,TRUE,2,41638.375
88863,4,5,599,4,1360,41638,422610,63391.5,486001.5,0,41638,TRUE,2,41638.375
88866,7,5,600,4,7516,41638,104610.4,15691.56,120301.96,0,41638,TRUE,2,41638.375
88868,4,5,601,4,1965,41638,384,57.6,441.6,0,41638,TRUE,2,41638.375
88869,4,7,,4,,41638,0,0,-2414047.8,0,41638,TRUE,2,41638.375
88870,7,7,,4,,41638,0,0,-594175.1,0,41638,TRUE,2,41638.375
89152,4,5,602,4,4981,41639,422070,63310.5,485380.5,0,41645,TRUE,9,41645.375
89155,7,5,603,4,7299,41639,103776.8,15566.52,119343.32,0,41645,TRUE,9,41645.375
89564,4,5,604,4,2732,41640,423120,63468,486588,0,41645,TRUE,9,41645.375
89567,7,5,605,4,3713,41640,103360,15504,118864,0,41645,TRUE,9,41645.375
90006,4,5,606,4,9730,41641,424728,63709.2,488437.2,0,41645,TRUE,9,41645.375
90009,7,5,607,4,6232,41641,104232,15634.8,119866.8,0,41645,TRUE,9,41645.375
90286,4,5,608,4,3258,41642,424212,63631.8,487843.8,0,41645,TRUE,9,41645.375
90289,7,5,609,4,7340,41642,103815.2,15572.28,119387.48,0,41645,TRUE,9,41645.375
90852,4,5,610,4,2296,41645,425934,63890.1,489824.1,0,41645,TRUE,9,41645.375
90855,7,5,611,4,4652,41645,106332.4,15949.86,122282.26,0,41645,TRUE,9,41645.375
90858,4,5,612,4,8304,41645,1260,189,1449,0,41645,TRUE,9,41645.375
90859,4,7,,4,,41645,0,0,-2439522.6,0,41645,TRUE,9,41645.375
90860,7,7,,4,,41645,0,0,-599743.86,0,41645,TRUE,9,41645.375
91130,4,5,613,4,109,41646,427194,64079.1,491273.1,0,41652,TRUE,7,41652.375
91133,7,5,614,4,1341,41646,105498.8,15824.82,121323.62,0,41652,TRUE,7,41652.375
91407,4,5,615,4,2031,41647,428130,64219.5,492349.5,0,41652,TRUE,7,41652.375
91410,7,5,616,4,2485,41647,106650.4,15997.56,122647.96,0,41652,TRUE,7,41652.375
91622,4,5,617,4,3777,41648,427050,64057.5,491107.5,0,41652,TRUE,7,41652.375
91625,7,5,618,4,9647,41648,107763.6,16164.54,123928.14,0,41652,TRUE,7,41652.375
91815,4,5,619,4,5550,41649,427170,64075.5,491245.5,0,41652,TRUE,7,41652.375
91818,7,5,620,4,5433,41649,109216.8,16382.52,125599.32,0,41652,TRUE,7,41652.375
92434,4,5,621,4,7634,41652,430404,64560.6,494964.6,0,41652,TRUE,7,41652.375
92437,7,5,622,4,6567,41652,108800,16320,125120,0,41652,TRUE,7,41652.375
92439,4,5,623,4,9940,41652,840,126,966,0,41652,TRUE,7,41652.375
92440,4,7,,4,,41652,0,0,-2461906.2,0,41652,TRUE,7,41652.375
92441,7,7,,4,,41652,0,0,-618619.04,0,41652,TRUE,7,41652.375
92724,4,5,624,4,9407,41653,431232,64684.8,495916.8,0,41659,TRUE,13,41659.375
92727,7,5,625,4,9532,41653,108854.8,16328.22,125183.02,0,41659,TRUE,13,41659.375
92925,4,5,626,4,3790,41654,431100,64665,495765,0,41659,TRUE,13,41659.375
92928,7,5,627,4,2869,41654,109842,16476.3,126318.3,0,41659,TRUE,13,41659.375
93392,4,5,628,4,5016,41655,432276,64841.4,497117.4,0,41659,TRUE,13,41659.375
93395,7,5,629,4,7761,41655,113308,16996.2,130304.2,0,41659,TRUE,13,41659.375
93742,4,5,630,4,30,41656,435240,65286,500526,0,41659,TRUE,13,41659.375
93745,7,5,631,4,7469,41656,113044.8,16956.72,130001.52,0,41659,TRUE,13,41659.375
94192,4,5,632,4,8574,41659,437484,65622.6,503106.6,0,41659,TRUE,13,41659.375
94195,7,5,633,4,1618,41659,113478,17021.7,130499.7,0,41659,TRUE,13,41659.375
94201,4,5,634,4,8269,41659,2406,360.9,2766.9,0,41659,TRUE,13,41659.375
94204,7,5,635,4,7897,41659,1968.8,295.32,2264.12,0,41659,TRUE,13,41659.375
94205,4,7,,4,,41659,0,0,-2495198.7,0,41659,TRUE,13,41659.375
94206,7,7,,4,,41659,0,0,-644570.86,0,41659,TRUE,13,41659.375
94500,4,5,636,4,8941,41660,442674,66401.1,509075.1,0,41666,TRUE,17,41666.375
94503,7,5,637,4,735,41660,118117.6,17717.64,135835.24,0,41666,TRUE,17,41666.375
94834,4,5,638,4,9060,41661,443550,66532.5,510082.5,0,41666,TRUE,17,41666.375
94837,7,5,639,4,8264,41661,121122.8,18168.42,139291.22,0,41666,TRUE,17,41666.375
95288,4,5,640,4,1894,41662,444102,66615.3,510717.3,0,41666,TRUE,17,41666.375
95291,7,5,641,4,9313,41662,123086,18462.9,141548.9,0,41666,TRUE,17,41666.375
95591,4,5,642,4,534,41663,444426,66663.9,511089.9,0,41666,TRUE,17,41666.375
95594,7,5,643,4,2044,41663,122976.4,18446.46,141422.86,0,41666,TRUE,17,41666.375
96030,4,5,644,4,1727,41666,445116,66767.4,511883.4,0,41666,TRUE,17,41666.375
96033,7,5,645,4,1864,41666,123793.6,18569.04,142362.64,0,41666,TRUE,17,41666.375
96035,7,5,646,4,1086,41666,340,51,391,0,41666,TRUE,17,41666.375
96036,4,7,,4,,41666,0,0,-2552848.2,0,41666,TRUE,17,41666.375
96037,7,7,,4,,41666,0,0,-700851.86,0,41666,TRUE,17,41666.375
96405,4,5,647,4,200,41667,447036,67055.4,514091.4,0,41673,TRUE,6,41673.375
96408,7,5,648,4,8808,41667,128065.6,19209.84,147275.44,0,41673,TRUE,6,41673.375
96705,4,5,649,4,5564,41668,447840,67176,515016,0,41673,TRUE,6,41673.375
96708,7,5,650,4,7719,41668,127648.8,19147.32,146796.12,0,41673,TRUE,6,41673.375
97142,4,5,651,4,7456,41669,449076,67361.4,516437.4,0,41673,TRUE,6,41673.375
97145,7,5,652,4,2056,41669,129162.4,19374.36,148536.76,0,41673,TRUE,6,41673.375
97350,4,5,653,4,4877,41670,450336,67550.4,517886.4,0,41673,TRUE,6,41673.375
97353,7,5,654,4,9731,41670,131454.8,19718.22,151173.02,0,41673,TRUE,6,41673.375
97892,4,5,655,4,3853,41673,455298,68294.7,523592.7,0,41673,TRUE,6,41673.375
97895,7,5,656,4,4634,41673,131844.4,19776.66,151621.06,0,41673,TRUE,6,41673.375
97898,4,5,657,4,3489,41673,1032,154.8,1186.8,0,41673,TRUE,6,41673.375
97900,7,5,658,4,7995,41673,115.2,17.28,132.48,0,41673,TRUE,6,41673.375
97901,4,7,,4,,41673,0,0,-2588210.7,0,41673,TRUE,6,41673.375
97902,7,7,,4,,41673,0,0,-745534.88,0,41673,TRUE,6,41673.375
98166,4,5,659,4,4721,41674,456366,68454.9,524820.9,0,41680,TRUE,12,41680.375
98169,7,5,660,4,515,41674,131323.6,19698.54,151022.14,0,41680,TRUE,12,41680.375
98390,4,5,661,4,2863,41675,456258,68438.7,524696.7,0,41680,TRUE,12,41680.375
98393,7,5,662,4,5207,41675,130906.8,19636.02,150542.82,0,41680,TRUE,12,41680.375
98790,4,5,663,4,8723,41676,458046,68706.9,526752.9,0,41680,TRUE,12,41680.375
98793,7,5,664,4,5813,41676,130758.8,19613.82,150372.62,0,41680,TRUE,12,41680.375
99266,4,5,665,4,9208,41677,462654,69398.1,532052.1,0,41680,TRUE,12,41680.375
99269,7,5,666,4,627,41677,132234,19835.1,152069.1,0,41680,TRUE,12,41680.375
99794,4,5,667,4,6496,41680,461778,69266.7,531044.7,0,41680,TRUE,12,41680.375
99797,7,5,668,4,2908,41680,131817.2,19772.58,151589.78,0,41680,TRUE,12,41680.375
99801,4,5,669,4,8666,41680,2532,379.8,2911.8,0,41680,TRUE,12,41680.375
99804,7,5,670,4,9905,41680,1173.6,176.04,1349.64,0,41680,TRUE,12,41680.375
99805,4,7,,4,,41680,0,0,-2642279.1,0,41680,TRUE,12,41680.375
99806,7,7,,4,,41680,0,0,-756946.1,0,41680,TRUE,12,41680.375
100046,4,5,671,4,8778,41681,466236,69935.4,536171.4,0,41687,TRUE,13,41687.375
100049,7,5,672,4,4919,41681,133084,19962.6,153046.6,0,41687,TRUE,13,41687.375
100324,4,5,673,4,8102,41682,469434,70415.1,539849.1,0,41687,TRUE,13,41687.375
100327,7,5,674,4,6228,41682,132705.6,19905.84,152611.44,0,41687,TRUE,13,41687.375
100691,4,5,675,4,7634,41683,468738,70310.7,539048.7,0,41687,TRUE,13,41687.375
100694,7,5,676,4,791,41683,133352.8,20002.92,153355.72,0,41687,TRUE,13,41687.375
101148,4,5,677,4,1945,41684,472044,70806.6,542850.6,0,41687,TRUE,13,41687.375
101151,7,5,678,4,8564,41684,133204.8,19980.72,153185.52,0,41687,TRUE,13,41687.375
101476,4,5,679,4,3879,41687,472128,70819.2,542947.2,0,41687,TRUE,13,41687.375
101479,7,5,680,4,7029,41687,132903.2,19935.48,152838.68,0,41687,TRUE,13,41687.375
101483,4,5,681,4,3556,41687,2202,330.3,2532.3,0,41687,TRUE,13,41687.375
101484,4,7,,4,,41687,0,0,-2703399.3,0,41687,TRUE,13,41687.375
101485,7,7,,4,,41687,0,0,-765037.96,0,41687,TRUE,13,41687.375
101739,4,5,682,4,2431,41688,476058,71408.7,547466.7,0,41694,TRUE,4,41694.375
101742,7,5,683,4,8710,41688,133676.4,20051.46,153727.86,0,41694,TRUE,4,41694.375
102082,4,5,684,4,8930,41689,479046,71856.9,550902.9,0,41694,TRUE,4,41694.375
102085,7,5,685,4,380,41689,135096.8,20264.52,155361.32,0,41694,TRUE,4,41694.375
102275,4,5,686,4,9688,41690,479262,71889.3,551151.3,0,41694,TRUE,4,41694.375
102278,7,5,687,4,5673,41690,134756.8,20213.52,154970.32,0,41694,TRUE,4,41694.375
102660,4,5,688,4,8562,41691,480132,72019.8,552151.8,0,41694,TRUE,4,41694.375
102663,7,5,689,4,7774,41691,137778.4,20666.76,158445.16,0,41694,TRUE,4,41694.375
103269,4,5,690,4,9074,41694,479658,71948.7,551606.7,0,41694,TRUE,4,41694.375
103272,7,5,691,4,3054,41694,139895.2,20984.28,160879.48,0,41694,TRUE,4,41694.375
103276,4,5,692,4,6065,41694,1752,262.8,2014.8,0,41694,TRUE,4,41694.375
103278,7,5,693,4,5593,41694,1020,153,1173,0,41694,TRUE,4,41694.375
103279,4,7,,4,,41694,0,0,-2755294.2,0,41694,TRUE,4,41694.375
103280,7,7,,4,,41694,0,0,-784557.14,0,41694,TRUE,4,41694.375
103458,4,5,694,4,5569,41695,480156,72023.4,552179.4,0,41701,TRUE,16,41701.375
103461,7,5,695,4,3472,41695,140575.2,21086.28,161661.48,0,41701,TRUE,16,41701.375
103834,4,5,696,4,1935,41696,480300,72045,552345,0,41701,TRUE,16,41701.375
103837,7,5,697,4,7776,41696,142906,21435.9,164341.9,0,41701,TRUE,16,41701.375
104246,4,5,698,4,2243,41697,483948,72592.2,556540.2,0,41701,TRUE,16,41701.375
104249,7,5,699,4,5858,41697,142719.6,21407.94,164127.54,0,41701,TRUE,16,41701.375
104573,4,5,700,4,7362,41698,487020,73053,560073,0,41701,TRUE,16,41701.375
104576,7,5,701,4,678,41698,144249.6,21637.44,165887.04,0,41701,TRUE,16,41701.375
105005,4,5,702,4,7564,41701,488064,73209.6,561273.6,0,41701,TRUE,16,41701.375
105008,7,5,703,4,37,41701,144216.8,21632.52,165849.32,0,41701,TRUE,16,41701.375
105012,4,5,704,4,7255,41701,1992,298.8,2290.8,0,41701,TRUE,16,41701.375
105014,7,5,705,4,3711,41701,340,51,391,0,41701,TRUE,16,41701.375
105015,4,7,,4,,41701,0,0,-2784702,0,41701,TRUE,16,41701.375
105016,7,7,,4,,41701,0,0,-822258.28,0,41701,TRUE,16,41701.375
105370,4,5,706,4,3653,41702,491844,73776.6,565620.6,0,41708,TRUE,7,41708.375
105373,7,5,707,4,1805,41702,144896.8,21734.52,166631.32,0,41708,TRUE,7,41708.375
105723,4,5,708,4,4335,41703,491394,73709.1,565103.1,0,41708,TRUE,7,41708.375
105726,7,5,709,4,5975,41703,144480,21672,166152,0,41708,TRUE,7,41708.375
106126,4,5,710,4,6316,41704,492228,73834.2,566062.2,0,41708,TRUE,7,41708.375
106129,7,5,711,4,5034,41704,144063.2,21609.48,165672.68,0,41708,TRUE,7,41708.375
106434,4,5,712,4,8755,41705,493842,74076.3,567918.3,0,41708,TRUE,7,41708.375
106437,7,5,713,4,5739,41705,143646.4,21546.96,165193.36,0,41708,TRUE,7,41708.375
106876,4,5,714,4,5456,41708,493464,74019.6,567483.6,0,41708,TRUE,7,41708.375
106879,7,5,715,4,237,41708,145105.2,21765.78,166870.98,0,41708,TRUE,7,41708.375
106881,4,5,716,4,7521,41708,864,129.6,993.6,0,41708,TRUE,7,41708.375
106882,4,7,,4,,41708,0,0,-2833181.4,0,41708,TRUE,7,41708.375
106883,7,7,,4,,41708,0,0,-830520.34,0,41708,TRUE,7,41708.375
107271,4,5,717,4,1044,41709,495132,74269.8,569401.8,0,41715,TRUE,11,41715.375
107274,7,5,718,4,2571,41709,144271.6,21640.74,165912.34,0,41715,TRUE,11,41715.375
107500,4,5,719,4,7061,41710,495780,74367,570147,0,41715,TRUE,11,41715.375
107503,7,5,720,4,4637,41710,143854.8,21578.22,165433.02,0,41715,TRUE,11,41715.375
107741,4,5,721,4,1924,41711,495630,74344.5,569974.5,0,41715,TRUE,11,41715.375
107744,7,5,722,4,5174,41711,143706.8,21556.02,165262.82,0,41715,TRUE,11,41715.375
108224,4,5,723,4,2464,41712,497904,74685.6,572589.6,0,41715,TRUE,11,41715.375
108227,7,5,724,4,1978,41712,147200,22080,169280,0,41715,TRUE,11,41715.375
108656,4,5,725,4,9584,41715,498612,74791.8,573403.8,0,41715,TRUE,11,41715.375
108659,7,5,726,4,163,41715,147803.2,22170.48,169973.68,0,41715,TRUE,11,41715.375
108661,4,5,727,4,6854,41715,840,126,966,0,41715,TRUE,11,41715.375
108663,7,5,728,4,1658,41715,1530,229.5,1759.5,0,41715,TRUE,11,41715.375
108664,4,7,,4,,41715,0,0,-2856482.7,0,41715,TRUE,11,41715.375
108665,7,7,,4,,41715,0,0,-837621.36,0,41715,TRUE,11,41715.375
108883,4,5,729,4,9559,41716,499488,74923.2,574411.2,0,41722,TRUE,17,41722.375
108886,7,5,730,4,5605,41716,150051.6,22507.74,172559.34,0,41722,TRUE,17,41722.375
109207,4,5,731,4,4043,41717,502488,75373.2,577861.2,0,41722,TRUE,17,41722.375
109210,7,5,732,4,6607,41717,151982,22797.3,174779.3,0,41722,TRUE,17,41722.375
109452,4,5,733,4,209,41718,501420,75213,576633,0,41722,TRUE,17,41722.375
109455,7,5,734,4,6411,41718,153605.2,23040.78,176645.98,0,41722,TRUE,17,41722.375
109719,4,5,735,4,8673,41719,502800,75420,578220,0,41722,TRUE,17,41722.375
109722,7,5,736,4,2715,41719,157158.8,23573.82,180732.62,0,41722,TRUE,17,41722.375
110203,4,5,737,4,3016,41722,504678,75701.7,580379.7,0,41722,TRUE,17,41722.375
110206,7,5,738,4,8884,41722,160449.2,24067.38,184516.58,0,41722,TRUE,17,41722.375
110209,4,5,739,4,1042,41722,846,126.9,972.9,0,41722,TRUE,17,41722.375
110211,7,5,740,4,3325,41722,153.6,23.04,176.64,0,41722,TRUE,17,41722.375
110212,4,7,,4,,41722,0,0,-2888478,0,41722,TRUE,17,41722.375
110213,7,7,,4,,41722,0,0,-889410.46,0,41722,TRUE,17,41722.375
110443,4,5,741,4,5985,41723,504456,75668.4,580124.4,0,41729,TRUE,16,41729.375
110446,7,5,742,4,2791,41723,159506,23925.9,183431.9,0,41729,TRUE,16,41729.375
110857,4,5,743,4,2857,41724,507330,76099.5,583429.5,0,41729,TRUE,16,41729.375
110860,7,5,744,4,1703,41724,160476.8,24071.52,184548.32,0,41729,TRUE,16,41729.375
111095,4,5,745,4,4801,41725,508482,76272.3,584754.3,0,41729,TRUE,16,41729.375
111098,7,5,746,4,5639,41725,161930,24289.5,186219.5,0,41729,TRUE,16,41729.375
111319,4,5,747,4,2442,41726,508122,76218.3,584340.3,0,41729,TRUE,16,41729.375
111322,7,5,748,4,576,41726,163213.2,24481.98,187695.18,0,41729,TRUE,16,41729.375
111916,4,5,749,4,827,41729,511056,76658.4,587714.4,0,41729,TRUE,16,41729.375
111919,7,5,750,4,3644,41729,164573.2,24685.98,189259.18,0,41729,TRUE,16,41729.375
111922,4,5,751,4,3450,41729,1980,297,2277,0,41729,TRUE,16,41729.375
111923,4,7,,4,,41729,0,0,-2922639.9,0,41729,TRUE,16,41729.375
111924,7,7,,4,,41729,0,0,-931154.08,0,41729,TRUE,16,41729.375
112236,4,5,752,4,2008,41730,512616,76892.4,589508.4,0,41736,TRUE,3,41736.375
112239,7,5,753,4,9249,41730,163893.2,24583.98,188477.18,0,41736,TRUE,3,41736.375
112598,4,5,754,4,6378,41731,515436,77315.4,592751.4,0,41736,TRUE,3,41736.375
112601,7,5,755,4,7613,41731,164573.2,24685.98,189259.18,0,41736,TRUE,3,41736.375
112871,4,5,756,4,9587,41732,515724,77358.6,593082.6,0,41736,TRUE,3,41736.375
112874,7,5,757,4,8045,41732,164617.2,24692.58,189309.78,0,41736,TRUE,3,41736.375
113120,4,5,758,4,475,41733,516696,77504.4,594200.4,0,41736,TRUE,3,41736.375
113123,7,5,759,4,7905,41733,164370.4,24655.56,189025.96,0,41736,TRUE,3,41736.375
113661,4,5,760,4,7622,41736,520260,78039,598299,0,41736,TRUE,3,41736.375
113664,7,5,761,4,6041,41736,164260.8,24639.12,188899.92,0,41736,TRUE,3,41736.375
113669,4,5,762,4,896,41736,2088,313.2,2401.2,0,41736,TRUE,3,41736.375
113671,7,5,763,4,901,41736,510,76.5,586.5,0,41736,TRUE,3,41736.375
113672,4,7,,4,,41736,0,0,-2970243,0,41736,TRUE,3,41736.375
113673,7,7,,4,,41736,0,0,-945558.52,0,41736,TRUE,3,41736.375
113949,4,5,764,4,7842,41737,525486,78822.9,604308.9,0,41743,TRUE,5,41743.375
113952,7,5,765,4,8856,41737,165428.8,24814.32,190243.12,0,41743,TRUE,5,41743.375
114286,4,5,766,4,7825,41738,525396,78809.4,604205.4,0,41743,TRUE,5,41743.375
114289,7,5,767,4,502,41738,166207.6,24931.14,191138.74,0,41743,TRUE,5,41743.375
114555,4,5,768,4,3994,41739,524556,78683.4,603239.4,0,41743,TRUE,5,41743.375
114558,7,5,769,4,2926,41739,165790.8,24868.62,190659.42,0,41743,TRUE,5,41743.375
114844,4,5,770,4,9060,41740,523332,78499.8,601831.8,0,41743,TRUE,5,41743.375
114847,7,5,771,4,3208,41740,167584,25137.6,192721.6,0,41743,TRUE,5,41743.375
115418,4,5,772,4,3996,41743,525168,78775.2,603943.2,0,41743,TRUE,5,41743.375
115421,7,5,773,4,1779,41743,167715.6,25157.34,192872.94,0,41743,TRUE,5,41743.375
115423,4,5,774,4,8808,41743,420,63,483,0,41743,TRUE,5,41743.375
115425,7,5,775,4,8329,41743,384,57.6,441.6,0,41743,TRUE,5,41743.375
115426,4,7,,4,,41743,0,0,-3018011.7,0,41743,TRUE,5,41743.375
115427,7,7,,4,,41743,0,0,-958077.42,0,41743,TRUE,5,41743.375
115760,4,5,776,4,8936,41744,525696,78854.4,604550.4,0,41750,TRUE,7,41750.375
115763,7,5,777,4,9921,41744,170600.4,25590.06,196190.46,0,41750,TRUE,7,41750.375
115986,4,5,778,4,1516,41745,526044,78906.6,604950.6,0,41750,TRUE,7,41750.375
115989,7,5,779,4,9610,41745,170567.6,25585.14,196152.74,0,41750,TRUE,7,41750.375
116333,4,5,780,4,7638,41746,529596,79439.4,609035.4,0,41750,TRUE,7,41750.375
116336,7,5,781,4,5855,41746,172542,25881.3,198423.3,0,41750,TRUE,7,41750.375
116756,4,5,782,4,378,41747,533298,79994.7,613292.7,0,41750,TRUE,7,41750.375
116759,7,5,783,4,5521,41747,172394,25859.1,198253.1,0,41750,TRUE,7,41750.375
117282,4,5,784,4,6895,41750,536982,80547.3,617529.3,0,41750,TRUE,7,41750.375
117285,7,5,785,4,3748,41750,172476.4,25871.46,198347.86,0,41750,TRUE,7,41750.375
117287,4,5,786,4,1005,41750,288,43.2,331.2,0,41750,TRUE,7,41750.375
117288,4,7,,4,,41750,0,0,-3049689.6,0,41750,TRUE,7,41750.375
117289,7,7,,4,,41750,0,0,-987367.46,0,41750,TRUE,7,41750.375
